,Title,Event
389,Huma Yusuf: A new social contract for global climate justice,TED Countdown London Session 2022
390,Jupta Itoewaki: An Indigenous perspective on humanity's survival on Earth,TED Salon Nia Tero
391,TED-Ed: Why is it so hard to cure the common cold?,TED-Ed
392,June Sarpong: We need leaders who boldly champion inclusion,TED@BCG
393,Jen Gunter: What's a food allergy -- and what's not?,Body Stuff with Dr. Jen Gunter
394,Shannon Odell: What's the smartest age?,TED-Ed
395,Noah Raford: How gaming can be a force for good,TED2022
396,Oren Zaslansky: The next wave of innovation in freight,In the Green: The Business of Climate Action
397,Karen Gurney: The truth about faking orgasms,TEDxLondonWomen
398,Pardis Parker: I'm terrified of wanting to be a billionaire,TED2022
399,Riley Moynes: How to squeeze all the juice out of retirement,TEDxSurrey
400,Soraya Field Fiorio: How did they build the Great Pyramid of Giza?,TED-Ed
401,"Jen Gunter: Can exercise actually ""boost"" your metabolism?",Body Stuff with Dr. Jen Gunter
402,TED-Ed: Is inequality inevitable?,TED-Ed
403,Meghan Hussey: 4 ways to design a disability-friendly future,TED Salon Bezos Scholars
404,Dan Harris: The benefits of not being a jerk to yourself,TED2022
405,Zineb Sqalli: Climate action's hidden opportunities for women,TED@BCG
406,Lily Yeh: The community-building potential of the arts,TEDxCornellU
407,Henry Richardson : What does the world's largest machine do?,TED-Ed
408,Shankar Vedantam: You don't actually know what your future self wants,TED2022
409,Jen Gunter: How your sense of smell helps you savor flavor,Body Stuff with Dr. Jen Gunter
410,TED-Ed: Should you care what your parents think?,TED-Ed
411,"Adjany Costa: Lasting conservation, led by Indigenous heritage",TED2022
412,"Tameka Montgomery: 5 parenting tips for raising resilient, self-reliant kids",TEDxRockville
413,Bree Jones: How to revitalize a neighborhood -- without gentrification,TED2022
414,"Ian Chang: ""Spiritual Leader"" / ""Audacious"" (ft. KAZU)",TED2022
415,Okong'o Kinyanjui: The online community supporting queer Africans,TED Salon Bezos Scholars
416,Iseult Gillespie: The myth of Pegasus and the chimera,TED-Ed
417,Gloria Chan Packer: Work is not your family,TEDxUTAustin
418,Henri Picciotto: Can you solve the alien pyramid riddle?,TED-Ed
419,Andrew Ng: How AI could empower any business,TED2022
420,Laura Gassner Otting: Why doesn't success bring happiness?,TEDxReno
421,Melodie Yashar: How to build for human life on Mars,TED2022
422,Nicholas Leeper: Is there a link between cancer and heart disease?,TEDxVienna
423,Hei Man Chan: Is it possible to lose weight fast?,TED-Ed
424,Anthony Fauci: Is the pandemic actually over? It's complicated,TED Membership
425,Majora Carter: You don't have to leave your neighborhood to live in a better one,TED2022
426,TED-Ed: These companies with no CEO are thriving,TED-Ed
427,Sara Lomelin: Your invitation to disrupt philanthropy,TED2022
428,Isabelle Boemeke: Nuclear power is our best hope to ditch fossil fuels,TED2022
429,Ryan Heffington: How dance can unleash your inner joy,TED2022
430,Shannon Odell: How friendship affects your brain,TED-Ed
431,Zach King: The trick to regaining your childlike wonder,TEDMonterey
432,Megan Reitz: How to lead in the new era of employee activism,TEDxHultLondon
433,Iseult Gillespie: The myth of Zeus' test,TED-Ed
434,"Enzo Romero: The affordable, 3D-printed bionics of the future",TED2022
435,Albert Fox Cahn: The shift we need to stop mass surveillance,TED2022
436,Sutu: Everyone can participate in building the metaverse,TED2022
437,Elizabeth Cox: The benefits of daydreaming,TED-Ed
438,Vaitea Cowan: How green hydrogen could end the fossil fuel era,TED2022
439,Ilyess El Kortbi: How our dependence on fossil fuels is leading the world into war,TEDxYouth@München
440,Holly Herndon: What if you could sing in your favorite musician's voice?,TED2022
441,"Dean R. Lomax: A giant Jurassic sea dragon, unearthed",TEDxManchester
442,Alex Gendler: The original ring of power,TED-Ed
443,Katherine Mangu-Ward: What capitalism gets right -- and governments get wrong,TED2022
444,Cynthia Ong: Redefining how we love,TEDxVCU
445,TED-Ed: Do you have what it takes to freelance?,TED-Ed
446,"Leo Lanna and Lvcas Fiat: The colorful, shapeshifting wonder of the Amazon's praying mantises",TED2022
447,Sheetal DeCaria: The bias behind your undiagnosed chronic pain,TEDxOakParkWomen
448,TED-Ed: Would you pass the wallet test?,TED-Ed
449,Heejae Lim: The most powerful yet overlooked resource in schools,TED2022
450,Miguel A. Modestino: How to transform the chemical industry -- one reaction at a time,TED Countdown New York Session 2022
451,"Duckwrth: ""Crush"" / ""Power Power""",TED2022
452,"Barbara Thorne: Coneheads, egg stacks and anteater attacks: The reign of a termite queen",TED-Ed
453,Brooke Bennett: Why the price of insulin is a danger to diabetics,TEDxHopeCollege
454,Sergiu P. Pasca: How we're reverse engineering the human brain in the lab,TED2022
455,Ricardo Coler: Allá donde las mujeres mandan,TEDxRiodelaPlata
456,Fabio Pacucci: The Boltzmann brain paradox,TED-Ed
457,Jeanette Winterson: Is humanity smart enough to survive itself?,TED2022
458,Micaela Mantegna: How to stop the metaverse from becoming the internet's bad sequel,TED2022
459,Anicka Yi: Intelligent floating machines inspired by nature,TED2022
460,"Jamie Bernthal: How to write the perfect crime, according to Agatha Christie",TED-Ed
461,Peggy Shepard: How to build an equitable and just climate future,TED Countdown New York Session 2022
462,"Gina Chavez: ""The Woman in the Arena""",TEDWomen 2021
463,"Nina McNeely: ""Once There Was III"" -- a mesmerizing blend of dance, animation and tech",TED2022
464,Charita Gainey: How Phillis Wheatley captured the attention of the world,TED-Ed
465,Patricia Villarrubia-Gómez: The problem with plastics -- and how they're changing the environment,TED Countdown New York Session 2022
466,"Paul Rucker: ""Giving Space""",TED2022
467,Daniel Sachau: Why money can't buy happiness,TEDxMNSU
468,Emily Jaenson: 6 tips for building your confidence,TEDxReno
469,TED-Ed: Can the economy grow forever?,TED-Ed
470,Petra Sijpesteijn and Birte Kristiansen: The rise and fall of the medieval Islamic Empire,TED-Ed
471,Noah Charney: Can you guess what's wrong with these paintings?,TED-Ed
472,Ilan Stavans:  A brief history of Spanish,TED-Ed
473,Kiana Hayeri: A photographic journey through the Taliban's takeover of Afghanistan,TED2022
474,Reshma Saujani: How to reimagine society for working parents,TED Membership
475,Charles Wallace and Sajan Saini: Why a sausage can do what your gloves cannot,TED-Ed
476,César Cuauhtémoc García Hernández: The US can move past immigration prisons -- and towards justice,TEDxMileHigh
477,Scott Fitsimones: Could a DAO build the next great city?,TED2022
478,Kenny Coogan: This weird trick will help you summon an army of worms,TED-Ed
479,Dan Widmaier: The future of fashion -- made from mushrooms,TED2022
480,Jared Freid: Who should pay for a first date?,TEDxReno
481,David Wengrow: A new understanding of human history and the roots of inequality,TED2022
482,Trish Millines Dziko: How schools can nurture every student's genius,TEDxSeattle
483,Lyla Latif: The true cost of gold,TED-Ed
484,Catherine Price: Why having fun is the secret to a healthier life,TED2022
485,TED-Ed: The 4 greatest threats to the survival of humanity,TED-Ed
486,"Samir Ibrahim, MyVerse and Kristen Warren: How hip-hop can make climate action cool",TED Countdown New York Session 2022
487,Eleni Myrivili: A 3-part plan to take on extreme heat waves,TED2022
488,Platon: Stories of photographing monumental people -- from Michelle Obama to Stephen Hawking,TED2022
489,"Andrea Driessen: The profound power of gratitude and ""living eulogies""",TEDxSeattleWomen
490,"Liesbeth Demuyser: What causes yeast infections, and how do you get rid of them?",TED-Ed
491,Parag Khanna: Where on Earth will people live in the future?,TED Membership
492,Noah R. Bressman and Douglas Fudge: The world's slimiest animal,TED-Ed
493,Lucy Cooke: What can animals teach us about sex and gender?,TED Membership
494,Zahra Biabani: The eco-creators helping the climate through social media,TED Countdown New York Session 2022
495,Chanda Prescod-Weinstein: The search for the invisible matter that shapes the universe,TED2022
496,"Countdown: How ""dilemma thinking"" transforms argument into action",
497,Jim VandeHei: How to write less but say more,TEDxOshkosh
498,Safi Rauf: My 105 days in Taliban prison -- and a call to aid Afghanistan,TED2022
499,Tierney Thys and Christian Sardet: Meet the microbes that could eat your trash,TED-Ed
500,Michael Schur: How ethics can help you make better decisions,TED2022
501,Thomas Heatherwick: The rise of boring architecture -- and the case for radically human buildings,TED2022
502,Jill Bolte Taylor: How to tap into your whole brain,TED Membership
503,Olga Kitaina: How to alter the perception of mental health care in Russia,TED2022
504,Judy Grisel: How does alcohol cause hangovers?,TED-Ed
505,Alison Killing: How data-driven journalism illuminates patterns of injustice,TED2022
506,Olivia Lazard: The blind spots of the green energy transition,TED Countdown New York Session 2022
507,Ali Noorani: The humans at the center of the US immigration debate,TEDxBoston
508,TED-Ed: What's the best country to live in?,TED-Ed
509,Jane Zelikova: The hidden wonders of soil,Countdown Summit
510,Andrew Lovering: How high altitude affects your body,TED-Ed
511,Gillian Tett: An invitation to reexamine your familiar world,TEDWomen 2021
512,JR: Why art is a tool for hope,TED2022
513,Particle Ink: An interdimensional performance of imagination,TED2022
514,Grace Smith-Viduarre and Tim Wright: Why can parrots talk?,TED-Ed
515,Jennifer Heldmann: SpaceX's supersized Starship rocket -- and the future of galactic exploration,TED2022
516,James Irungu Mwangi: Africa's great carbon valley -- and how to end energy poverty,TED Countdown New York Session 2022
517,Ellen Trachman: What happens to people's donated eggs and sperm after they die?,TEDxMileHigh
518,Luma Mufleh: Redesigning education for the most vulnerable helps everyone,TED Membership
519,Miranda Brown: A brief history of dumplings,TED-Ed
520,Ayana Elizabeth Johnson: How to find joy in climate action,TED2022
521,Julieanna L. Richardson: The mission to safeguard Black history in the US,TEDxMileHigh
522,Yuval Noah Harari: The actual cost of preventing climate breakdown,TED Countdown New York Session 2022
523,Allison Leigh: Artemisia Gentileschi: The woman behind the paintings,TED-Ed
524,"Charles C. Daniels, Jr.: A second chance for fathers to connect with their kids",TEDWomen 2021
525,Gina Gutierrez: The relationship between sex and imagination,TED2022
526,"Luka Seamus Wright: These animals are also plants ... wait, what?",TED-Ed
527,Aarathi Krishnan: 5 ethical principles for digitizing humanitarian aid,TEDWomen 2021
528,"Cordae: How a ""Hi Level"" mindset helps you realize your potential",TED2022
529,Kyra Gaunt: How Black girls can reclaim their voice in music,TED2022
530,Victoria Hwang: What is the rarest color in nature?,TED-Ed
531,"James Hodge: Esports, virtual Formula 1 and the new era of play",TED2022
532,Vandana Singh: A sci-fi story of Earth's renewal,Countdown Summit
533,Elizabeth Cox: Can you outsmart the college admissions fallacy?,TED-Ed
534,Craig Richard: The brain science (and benefits) of ASMR,TEDxCharlottesville
535,Victoria Pratt: How to humanize the justice system and build trust,TED Membership
536,Bryce Dallas Howard: How to preserve your private life in the age of social media,TED2022
537,Agnes Larsson: The awesome potential of many metaverses,TED2022
538,Sarah Stroud: Ethical dilemma: Would you lie?,TED-Ed
539,Bruce Feiler: The secret to mastering life's biggest transitions,TEDxIEMadrid
540,"Celina de Sola, Edith Elliott and Nonette Royo: How everyday people can tackle the world's biggest problems",TED Membership
541,Tom Oxley: A brain implant that turns your thoughts into text,TED2022
542,Henri Picciotto: Can you solve the fortress riddle?,TED-Ed
543,Bernhard Kowatsch: The mindset shift needed to tackle big global challenges,TED@BCG
544,"Mary Ziegler, Loretta J. Ross, Erika Bachiochi, Joshua Prager: The future of US reproductive rights after Roe v. Wade",TED Membership
545,Susan Cain: Why bittersweet emotions underscore life's beauty,TED Membership
546,Timothy Williams: Ugly History: Cambodian Genocide,TED-Ed
547,Alexis Nikole Nelson: A flavorful field guide to foraging,TED2022
548,Katherine Maher: What Wikipedia teaches us about balancing truth and beliefs,TEDMonterey
549,Ryah Whalen: 3 ways to make flying more climate-friendly,Countdown Summit
550,Marvin Rees: How is your city tackling the climate crisis?,TED2022
551,Roni Shanoada: How does heart transplant surgery work?,TED-Ed
552,Maria Popova: Humanity's search for cosmic truth and poetic beauty,TEDWomen 2021
553,Margaret Levi: How labor unions shape society,TEDxSeattle
554,Bevy Smith: How to discover your authentic self -- at any age,TED2022
555,Al Gore: This is the moment to take on the climate crisis,TED2022
556,Anees Bahji: Why are eating disorders so hard to treat?,TED-Ed
